,video_id,comments
201,xPo1qeLDFXc,"['Дякую дуже зрозуміло!', 'if (I learned JAVA)\n{ \n  I buy a car;\n}\n\nelse\n{\n I stay with my bicycle;\n}', 'Ти няшка ))', 'Гарно Дякую!!!', 'Чому кількість відкритих фігурниг дужок більша, ніж закритих? 6:29', 'що робити', 'також те що є в дужках', 'в мене підкреслюється if', 'Дякую за курс. Я вчитель хочу спробувати  використовувати Ваш курс для уроків. )', 'Спасибо за уроки,очень доступно. Хотелось бы видеть уроки,по созданию приложений/игр на Java в Вашем исполнении)']"
202,e8GeqwBTHGg,"['Doubletrouble!))', 'убогое... а ты введи туда не числа а символы и отловишь ошибку', 'Дякую!', 'Дуже Дякую!!!', 'Підкажіть що не так, будь ласка. \nimport java.util.Scanner;\n\npublic class kalkulator {\n\n public static void main (String[] args) \n {\n  Scanner VidKoristuvacha = new Scanner(System.in);\n  int chislo1, chislo2, rezultat;\n  \n  System.out.println(""Введіть перше число..."");\n     chislo1 = VidKoristuvacha.nextInt();\n     \n     System.out.println(""Введіть друге число..."");\n     chislo2 = VidKoristuvacha.nextInt();\n     \n     rezultat = chislo1 + chislo2;\n     System.out.print(""Ваш результат: "");\n     System.out.println(rezultat);\n\n }\n\n}\nконсоль: Exception in thread ""main"" java.lang.Error: Unresolved compilation problem: \n\n at kalkulator.kalkulator.main(kalkulator.java:5)', 'Замість \nSystem.out.println(""результат:"" );\nSystem.out.println(reslutat);\nможна ввести\nSystem.out.println(""результат:"" + resultat); \nзвісно не значна змінна але пару байт збереж :D', 'А в мне після зміни на ділення вискочило ось це:\n\nВведіть перше число.. \n2.5\nException in thread ""main"" java.util.InputMismatchException\n at java.util.Scanner.throwFor(Unknown Source)\n at java.util.Scanner.next(Unknown Source)\n at java.util.Scanner.nextDouble(Unknown Source)\n at Kalkulator.main(Kalkulator.java:11)\n.. і програма не працює\nу розіділ Problems пише: Resource leak: \'vidKorystuvacha\' is never closed', 'у мене чомусь дробові числа не сприймає. От написана программа:\n\nimport java.util.Scanner;\n\npublic class kalkulator {\n\n              public static void main(String[] args) {\n  \n                          Scanner vidKorystuvacha = new Scanner (System.in);\n                           double chyslo1, chyslo2, rezultat;\n  \n                             System.out.println(""Введіть перше число..."");\n                             chyslo1 = vidKorystuvacha.nextDouble();\n  \n                            System.out.println(""Введіть друге число..."");\n                            chyslo2 = vidKorystuvacha.nextDouble();\n  \n                            rezultat = chyslo1 / chyslo2;\n                            System.out.println(""Результат:"" + rezultat);\n  \n  }\n\n}\n\nа от, що видає консоль но те, що я пишу:\n\nВведіть перше число...\n2.5\nException in thread ""main"" java.util.InputMismatchException\n at java.util.Scanner.throwFor(Unknown Source)\n at java.util.Scanner.next(Unknown Source)\n at java.util.Scanner.nextDouble(Unknown Source)\n at kalkulator.main(kalkulator.java:11)']"
203,oID0Ja-_ZuI,"['shutdown +', 'Щоб розуміти навіщо консоль, спочатку потрібно знати що таке консоль', 'Дякую', 'Коли перетягую кнопку не можу її назвати,  вона одразу стає ""New button"", дякую за працю!', 'Дякую!', 'Доброго дня!\nПри натисканні функції design видає наступне повідомлення - If you wish to use SWT, please add the appropriate SWT jars to your classpath, or create a new SWT/JFace Java Project. You may also create a plug-in project and allow PDE to manage the classpath for you.\r\nМожете допомогти?', 'Дуже Гарно Дякую!!!', 'Вкладка дизайну не відкривається,видає ось таке повідомлення:Eclipse is running under 0, but this Java project has a 10 Java compliance level, so WindowBuilder will not be able to load classes from this project. Use a lower level of Java for the project, or run Eclipse using a newer Java version.', 'Підкажіть будь ласка. ось таке повідомлення отримала: Eclipse is running under 0, but this Java project has a 10 Java compliance level, so WindowBuilder will not be able to load classes from this project. Use a lower level of Java for the project, or run Eclipse using a newer Java version.', '+']"
204,v_fl__JtrdE,"['Легко і приємно дивитись і вчитись , велике ДЯКУЮ!', 'Найкращий канал про вивчення JAVA який я бачив, шкода що неможна покласти другий лайк за чудову українську мову!!!', 'Тепер я знаю як можна використати клас Scanner!', 'Гарно Дякую!!!', 'Задачка:\nпопросити користувача вввечти слово JAVA\n і вивести у відповідь не JAVA a\n          J         A     V    V     A\n           J     A   A   V  V    A  A\nJ       J     AA AA    V    AA AA\n   JJJ     A         A   V  A         A', 'як мені писати в консолі бо в мене нічого написати неможна воно тупо непише  те що я друкую?', ""біля 8 рядка лампочка з знаком оклику (Resource leak: 'mijScanner' is never closed), що це означає?"", 'Дякую за урок. Ще було б класно, якщо б вкінці ви давали якесь практичне завдання для закріплення теми.', 'А чи буде курс ""Основи програмування"" для новачків? Тобто для людей, які ніколи не займались цим, не вивчали жодної мови програмування.', '+']"
205,NsnisqveUdg,"['дуже дякую за цікаве відео', 'Дивлюся   цей  урок і просто дякую авторі!!!', 'Легко і приємно дивитись і вчитись , велике ДЯКУЮ!', 'Найкращий канал для вивчення JAVA', 'Дякую! в цьому уроці дізнався багато корисного!))', 'Цікаво', 'easy', 'ви чудові!!', ""дякую за чудовий урок. є кілька питань. як з вами зв'язатись?"", 'Дякую за гарні та інформативні уроки!']"
206,eJCcqYgbF4g,"['Щиро дякую за курс!\nПідкажіть, будь ласка, чи підійде Вас курс для  QA automation?', '+++', 'З Вами я зрозумів те що не зміг зрозуміти в коледжі!)', 'Фантастика. Довго шукав доступну за розумінням інформацію та ще й українською мовою. Щира дяка автору. 👍👍👍', 'Дивлюся уроки! Все подобається! Лаконічно та по суті. Продовжуйте розвивати канал))', 'файно', 'Шик просто, аж захотілось вивчити Java\nДумаю це те, що мені потрібно', 'дуже вдячний, продовжуйте', 'Гарно Дякую!!!', '+++++++excellent+++++++']"
207,_H2oa6p7GNE,"['Щіро дякую! Поясненя послідовне і зрозуміле!', 'Дякую  за урок!', 'Все зрозуміло. Буду пробувати!', 'Співчуваю старим програмістам у яких не було VS, eclipse і т.п.', 'Дуже Дякую!!!', 'Геніально, дякую))', 'НЕ працює,натискаю фініш і нічого не відбувається', 'Для вивчення java з 0! з чого почати?', '2016??', 'кросавчік']"
208,Kr1G5mHMWHM,"['дуже дякую) все зрозуміло і приємно навчатись.', 'Чудово, дякую за мову!', '3:25', 'а чи можна встановити різні версії джава в одній системі?', 'Все просто супер!', 'Щиро дякую! Доступно і зрозуміло.', 'дякую за детальну викладку', 'Дуже Дякую!!!', 'У мене також не запускається скомпільований файл, видає наступну помилку: Could not find or load main class HelloWorld', 'Добрий день. Не відкриває програму HelloWorld в самому кінці. Видає помилку:\nError: A JNI error has occurred, please check your installation and try again\r\nException in thread ""main"" java.lang.UnsupportedClassVersionError: HelloWorld has been compiled by a more recent version of the Java Runtime (class file version 55.0), this version of the Java Runtime only recognizes class file versions up to 52.0\r\n        at java.lang.ClassLoader.defineClass1(Native Method)\r\n        at java.lang.ClassLoader.defineClass(Unknown Source)\r\n        at java.security.SecureClassLoader.defineClass(Unknown Source)\r\n        at java.net.URLClassLoader.defineClass(Unknown Source)\r\n        at java.net.URLClassLoader.access$100(Unknown Source)\r\n        at java.net.URLClassLoader$1.run(Unknown Source)\r\n        at java.net.URLClassLoader$1.run(Unknown Source)\r\n        at java.security.AccessController.doPrivileged(Native Method)\r\n        at java.net.URLClassLoader.findClass(Unknown Source)\r\n        at java.lang.ClassLoader.loadClass(Unknown Source)\r\n        at sun.misc.Launcher$AppClassLoader.loadClass(Unknown Source)\r\n        at java.lang.ClassLoader.loadClass(Unknown Source)\r\n        at sun.launcher.LauncherHelper.checkAndLoadMain(Unknown Source)']"
209,DB32faXoZyg,"['Як зробити щоб команда system.out.println  виводила символи кирилиці правильно. А то в мене якісь незрозумілі символи?', 'супер', 'Сергей Притуля вас рекомендовал мне нравится ваш канал , подписываюсь та рекомендую друзьям канал дийсно класний.', 'Дуже дякую за якісний україномовний контент', 'уроки просто супер дякую)', 'Гарно Дякую!!!', 'Все вийшло. Я написав першу програму. Правда кажучи не міг відкрити компілятор, все робив як на відео, копіював - вставляв і нічого, а вже потім зрозумів що треба перезавантажити cmd', 'в мене пише що указане не припустиме імя кінцевого файлу що робити!', 'Як поставити ""-nl uk"" в віндовс 10???']"
210,RfVNoetxxHA,"['дякую', ""Залишу маленьке послання для тих , хто тільки починає цікавитися програмуванням .  Якщо ви знайшли цей курс , - вважайте , що вам дуже пощастило . Я навіть вам трішки заздрю . \nАвтор зробив просто колосальну роботу і зайвий раз  переконав ,що просто мати знання недостатньо. Треба ще мати талант вчителя , щоб ці знання передати іншим людям .  \nТут тільки , подача матеріалу , як автор нас знайомить з перемінними , як показує якісь прості приклади . Як підводить нас потихеньку ,  без прогалин , від процедурного програмування до ооп. \nІ ти просто як дитина , яка збирає  пірамідку на стержень , -  збираєш ці знання  і формуєш самий стержень знань .  \nДоволі велике розчарування для вас буде , - це коли ви закінчите цей курс. І навіть коли ви будете читати якісь книги  для новачків , по вивченню Java , - ви зрозумієте , наскільки там все заплутано , накидано лишньої води .  Де з ооп вас уже знайомлять на другій сторінці. Для непідготовленого розуму це буде просто хардкор , - який відб'є бажання її читати через 10 сторінок . \nАвтору респект ,  а студентам удачі та  не здаватися!!!!"", 'Авторе дякую', 'на версії 4,23,0 нема всих компонентів і вікно не відображаеться у вкладці design .. не актуально', 'Доброго дня. Ну на самперед вдячний за вашу працю, зараз важко знайти україномовну версію уроків по java.  Скажіть будь-ласка, чи буде продовження курсу (Урок 77...) ? Можливо якісь практичні завдання ?', 'Я вибачаюсь але у вкладці decign повністю пусто, абсолютно, я був би дуже вдячний за допомогу', 'Вітаю! Може підкажете, що я роблю не так. Маю проблему із встановленням JDK на Ubuntu. Oracle для скачування наполягає на реєстрації, для чого треба вказати місце роботи і робочий телефон. Якимось чином мені таки вдалось скачати архів, але встановити все одно не вдається. Linux я встановила недавно і ще знайомлюсь, загалом все лише починаю вивчати.', 'Дякую', 'Дякую за вашу працю. Дякую за українську мову', 'Дякую за МОВУ!!!']"
0,BeG9Bg6Q_30,"['Можно только по русскый мы не понимаем вообще!', 'Вподобайка за відео', 'Женя можно записаться к тебе на полное обучение вёрстке на платной основе !?', 'Женя, спасибо за то, что ты делишься с нами бесценным - опытом. С помощью твоих уроков и МК я заложил очень мощный фундамент знаний, который позволяет решать многие задачи, с которыми сталкиваюсь на практике. Только эта часть МК дала мне несколько инсайтов и направлений для дальнейшего развития. То, что ты делаешь, - это очень круто. С нетерпением жду продолжение. Береги себя и своих близких!', 'все лучше и лучше понимаю украинский! Видео как всегда отличное!', 'Євгеній, привіт із Узбекистану.  у тебе найкласніший контент.  роби контент українською.  слава Україні!', 'Евгений дуже дякую вам за те що ви е ,що допомагаете в такі не прості часи коли в людей нема на що сподіватися ,дякую.', 'Я так зрозумів що без донату чи підписки на Патреоні мені ніяк не завантажити цей макет/шаблон?', 'Почему вы сделали логотип картинкой? Можно же было просто текстом. Так по идее меньше нагрузка...', 'Евгений, такая рекомендация:\n\nМожете обновить скриншотер, там вышла новая версия и добавили несколько ништяков)\nП.С. По моей просьбе добавили, кста😁😁']"
1,B1fLlDTVW8E,"['Супер, дуже дякую за корисну інформацію!!', 'Здравствуйте Женя. Можете хотя бы добавлять русские субтитры. А то получается \n очень интересно, но трудно понимаемо (для не знаюших Украинский). 🙏🙏🙏🙏🙏', 'Жека, друже, дякую за твою роботу, не зупиняйся, все ще тільки попереду. Тотальна повага за те, що перейшов на українську це сильний вчинок національно свідомої людини, треба просто трохи часу на перелаштування аудиторії і все буде. Я впевнений знайдеться вдосталь українців, які оцінять те що ти робиш. Дякую', ""Боже, пане, це дійсно те, що я шукав. Ви вносите великий вклад в розвиток україномовного ютубу,  велике дякую вам за це. Ну і прикольно дивитись як у імперодрочерів горить від солов'їної, однозначно лайк та сабскрайб."", 'Щей досі ниють в коментарях стосовно мови. Довго виходить нечистий. За контент вподобайка!', 'Вроде взрослый мужчина, а как то не правильно ведёте себя, наплевали на тех кто смотрел вас. Это не красиво, показывать свою ненависть, из за того, что не зависит от нас.', 'Поддерживаю Евгения. По-прежнему интересные видео.', 'Дякую за корисний та цікавий контент', 'Євгене, чи буде продовження курсу по JavaScript українською?', 'Благодарю за хороший контент, больше интересного узнал 👍']"
2,W-rAJJYsiqU,"['Дякую за корисні справи для українців в такий важкий час, Євген! Вистоїмо і переможемо!', 'Дякую тобі велике', 'Не умею писать на украинском языке, но понимаю на слух. Радуюсь, что ютуб пополняется украинским контентом. Это и польза для изучающих программирование, и для увеличения популярности языка тоже.', 'Дякую. 💙💛', ""Привіт, хочу стати програмістом, але не знаю чи зараз залишаються актуальними html і css, а також з'явився zero coding. Де можна знайти актуальну інформацію про це. Поможіть, будь ласка."", 'дуже дякую за відео! чудово як завжди!', 'Хочу подякувати Євген за працю...за мотіваційні відео', 'молодець що перейшов на укр. Контент корисний і подача гарна. Так тримати. Для мене цей вхід почався з верстки і PHP.', 'Дякую за стрім!!! Контент топ, дякую тобі!', '👏👏👏Українською 🇺🇦 👏❤️👍👍']"
3,OZbH5MdMRSs,"['🤓 Цікавить якісне доступне навчання?\n🔴 Платний курс по верстці: https://edu.fls.guru\n🔴 Платний курс по QA: https://edu.fls.guru/qa.html\n🔴 Платний курс по SMM: https://edu.fls.guru/marketing.html', 'контент топ!!!!!!!!!!!', 'Дякую!', 'Не позорься, отключи показ своего контента для РФ.', ""Привіт, хочу стати програмістом, але не знаю чи зараз залишаються актуальними html і css, а також з'явився zero coding. Де можна знайти актуальну інформацію про це. Поможіть, будь ласка."", 'Дякую. Дуже корисне відео!', 'Top', 'Як я оцінюю скільки мені потрібно часу на виконання задачі?\nПредставляю в голові хеппі-пас сценарій по виконанню, оцінюю час\nдля такого сценарію і множу на 4. Якщо проект новий, і ще не вспів обрости\nкупою легасі, інтеграцій і всяких костилів, то множу на 2-3.', 'оце крутяк!! надзвичайно корисна інфа щей українською!', 'Так жалко, що твої відео набирають небагато переглядів. Але надіюсь це не завадить тобі робити такий же якісний контент як і раніше. Вельми вдячний за перехід на українську мову. Ми це цінуємо ❤️❤️❤️']"
4,MSP-MP_TVf4,"['Рубрика набирає оберти, далі більше!\n🔴 Карта каналу: https://miro.com/app/board/o9J_lZB3YKI=/\n🔴 Отримати доступ до екстра контенту + підтримати канал: https://www.patreon.com/freelancerlifestyle\n🔴 Платний курс по верстці: https://edu.fls.guru\n🔴 Telegram канал: https://t.me/freelancer_lifestyle (https://teleg.run/freelancer_lifestyle)\n🔴 Telegram чат по верстці: https://t.me/flschat (https://teleg.run/flschat)\n🔴 Facebook: https://www.facebook.com/freelancerlifestyle\n🔴 Instagram: https://www.instagram.com/freelancer.lifestyle', 'Робив лічильник за  зразком, і тут попався лічильник з дрібними числами а він не рахує дрібні((. Але я вже не перший день на каналі,  згадав усі уроки Євгена, трохи гугла і переміг))', 'Дякую Єваген за корисну та чудову подачу інформації)))', ""Дякую за солов'їну, побачимось у вересні на курсі"", 'Дякуємо за контент', 'Дуже дякую. Контент супер!', 'Як вчасно) Якраз роблю сайт із лічильниками для клієнта. Зайшов подивитися курс з JS а тут лічильники))', '+ підтримка', 'Круто', 'Привіт) Хто користується шаблоном, не підскажете, чи є данний функціонал в ньому?']"
5,36E7xex2jdg,"['От читаю російські коментарі і розумію Чоткого Пацу з його останнім кліпом... яка ж вата там в головах....\nТим не менше: Жека, ідея віддавати по 10 грн на ЗСУ, або якийсь перевірений фонд, кожної повітряної тривоги твоя? В сенсі: тут прозвучала? Мені здається я тут бачив...чи ні?!', 'Дякую!', 'Круто', 'Украинский почти не понимаю, но я уже очень давно смотрю канал и мне почти все понятно. Так что продолжаю ставить лайки, удивляется прекрасному контенту и поддерживать канал на патреоне. Удачи друг!', 'Какими же люди лицемерами бывают... я это про автора канала.', '----------------------------------------------------------------------------------------\nКатешься на дно со своим УКРАИНСКИМ языком, сам не замечая этого. \nКанал в топку !!!', 'дякую за контент', 'На украïнській набагато крутіше!! 🇺🇦🇺🇦🇺🇦', '👍', 'За эти жуткие месяцы я научилась понимать украинский на 95%. Остальное понятно из контекста. \nУспехов вам']"
6,2tEvlbOmyL0,"['Теперь будете знати що такє якість!\n🔴 Мапа каналу: https://miro.com/app/board/o9J_lZB3YKI=/\n🔴 Отримати доступ до екстра контенту + підтримати канал: https://www.patreon.com/freelancerlifestyle\n🔴 Платний курс по верстці: https://edu.fls.guru\n🔴 Telegram канал: https://t.me/freelancer_lifestyle (https://teleg.run/freelancer_lifestyle)\n🔴 Telegram чат по верстці: https://t.me/flschat (https://teleg.run/flschat)\n🔴 Facebook: https://www.facebook.com/freelancerlifestyle\n🔴 Instagram: https://www.instagram.com/freelancer.lifestyle', 'Большое спасибо за замечательный контент❤️', 'Ще й українською - бомба, дякую', 'Твої відео безцінні!!! Багато інформації і нічого зайвого', 'Всім привіт. Де взяти гарні макети для верстки? Шукаю для напрацювання портфоліо)', 'Дякую, що робиш контент рідною мовою!', 'а підскажіть, якщо не дуже знаю ШТМЛ а хочу зробити свій сайт. Можна взяти якийсь шаблон з ворпресу наприклад безкоштовний і якось його переробити/доробити на свій розсуд а потім файли закинути на сервак ??    чи там є якісь нюанси ?  у вас такого відео часом не має ?', 'Автор, на мове монетизация работает?', 'У вас класна українська мова, ви молодець👍', 'А мені на українській навіть цікавіше слухати']"
7,g30rt4PrcfU,"['Жека, ты только подтверждаешь все тезисы о том, что в украине фашизм. тебе абсолютно ничего не сделали плохого парни с твоего канала. ты всех гребешь в одну кучу, оскорбляешь. благодаря русским подписчикам ты смог подняться на ютубе. поддерживали, лайкали, в патреон бабла закидывали. а ты всех просто кинул и вытер ноги. анреспект.', 'Окреме дякую за безкоштовний макет та архів) Вже хочу записатись на курс', '*нехай рашисты вчать українську мову, халява закінчилась*\n*або нехай платять за платні курси по 100 - 200 тис рублів*\n*все правильно сказав* 👍👍👍 💙💛', 'Не розумію як, але зараз коли дивлюсь твої відео українською то можу до ночі просидіти, видно російську мову организм не витримував довго😉)))', 'Дякую!)', 'Після українізації контенту лайк не дивлячись, та коментарій))\nДякую, за матеріал)', 'Дякую за корисний контент. Буду вчитися надалі із тобою', ""Ура!  Вдалося.  Дякую велике, дядько Женя!  Здоров'я, удачі!"", ""Супер! Дуже класний матеріал! А за солов'їну та Твою позицію окремий респект!"", 'Дякую за корисний контент!👍👍👍']"
8,ehwWji9JH-g,"['Чому все на CONST ? var let  не катят?', 'Дякую. Цікавий і наглядний урок з роботи з API.\nУ мене мало досвіду в фронт-енді, тому виникло питання чи можна шаблон винести в тег ""template"", отримати до нього доступ із JS, клонувати його, заповнити даними а потім заасертити результат в контейнер де він повинен бути?\nІ іще, а при повільному інтернеті віджет не буде стрибати по висоті коли лоадер підмінюватиметься розміткою з даним?', 'Пробував дивитись недавно не зайшло. А тут кажуть Українська на каналі ! І зразу підписка і вподобайка! 💪🤝🙂 Величезне дякую за підтримку нашої Української мови - культури.', 'Дякую за допомогу)', 'Доброго дня, як називається плагін для відображення фотографій в ВС коді', 'Величезна подяка', 'Величезне дякую, все чітко, зрозуміло,  без води, ще й українською,  просто ідеально ♥️', 'Круто', 'супер контент, дякую!', 'Ну вот зачем ты начал вести канал на этом .... Украинском... Извините, языке?']"
9,LEgdBLC8Lrw,"['Друзі, дякую за підтримку!', 'Вау! Українська це круто!!!!!!!👍👍👍👍', 'Дякую за пояснення і за вазу українську, вона неймовірна 💙💛', 'Чудове відео!!!!', 'Я з Беларусі, не ўсё зразумела але я рады што ты перайшоў на ўкраіньскую мову, маўчаць нельга! Вельмі добра што ты на правільным шляху!', 'Ну нарешті розвивається україномовний ютюб. Дякую за позицію .', ""Дякую за українську мову!!! Серденько гріє контент солов'їною!!!"", 'ох яка гарна українська так тримати!!!', 'Коментар підтримки крутого українського Ютубу', 'Дякую за корисне відео)']"
10,IcZ0S7C0x1A,"['Жека, ти не просто людина яка має чітку позицію, а ще й чувак з крутими яйцями! Після слів - що канал переходить на українську мову, аж сльози радості виступили!)))', 'Життёй тебе по одному месту!', 'Дякую за такий крок.', 'Очень давно не заходила на канал. Раньше просматривала. Я совершенно с тобой согласна. Всё правильно. Я хоть и из Москвы. Но против Путина и против нападения рф на Украину.\nСлава Украине! 🇺🇦💙💛\n""Русский мир"" это днище.', 'Здравствуйте,Я с Узбекистан смотрел ваш канал и нашел работу,жалко конечно что теперь на другой язык перешли,Ну я не  отчаиваются,буду Учить Украинский язык', 'Мда.... вроде человек умный, учит уму-разуму, а рассуждает очень однобоко. И даже не буду делать скидку на ситуацию. Это крайне глупо, обращаться ко всем русскоязычным зрителям (""Я давал вам шанс, но..."") с негативом, из-за того, что кучка тварей принялись тебя оскорблять и приписывать  тебе ярлыки (хотя хз какой контекст,  ведь после этого видео уже закрадываются сомнения). А как же те, кто продолжают говорить спасибо? А те, кто поддерживают тебя и в ужасе от ситуации? ""Для вас будет платный контент"" - вот спасибо за понимание, ну) и за уважение тоже) \nКстати, прошло 3 месяца... и за это время многое уже опровергнуто, о чем ты тут говорил....', '430 подтвержденных жертв среди детей и женщин. Но на Июль 2022 года гражданку, которая это заявляла уволили за ложную инфу и никаких доказательств всё ещё не было предоставлено.\nВсё равно спасибо за старый контент, время от времени он помогает мне разобраться в каких-то деталях', 'Увы, у айтишников все плохо с  гуманитарными дисциплинами.', 'Неймовірне відео !!! Дякую , дякую , за вашу позицію , за вашу позицію і за те , що ви досягли висот і можете нести в соціум користь і бути прикладом 🥺💙💛', 'Ай как красиво завершил, аж в сердце йокнуло. Только ты недооценил результат своего труда - ты смог научить меня и многих  других обучаться, развиваться и помнить, что надо ЖИТЬ, а работать в свободное время! Тебе есть чем гордиться.\nP.S.: Да, я тормоз']"
11,hEiV0jyCcUc,"['Даже не верится, что такая война могла произойти в 21 веке. Это чудовищно, что кто-то посчитал, что в праве отнять чужие жизни и чужое будущее ради своих амбиций. Я из России, но мне очень-очень жаль, что такое произошло!  Всего наилучшего вам и вашему каналу и скорейшего восстановления мира всем нам!  Спасибо за замечательный контент!💙💛', 'Привет из 09.07.22... Шёл 136 день войны в Украине против русских оккупантов. Всё будет Украина! 🙏❤🇺🇦', 'Слава Украине', 'Чтож посмотрим....', 'То-то ваши товарищи по Донбассу сейчас и хуярят!', 'У пацанов - присяга!', 'Прости Жек за то что мы не остановили Путина раньше... (', 'При всём моём уважении, мне стало любопытно как в 14г году, западные хозяева Украины раззадорили вступлением в ЕС и вы как ошеломлённые этой безумной мечтой спустились как-будто с цепи поперлись на майдан за своей новой мечтой, называясь свободной и главное независимой, развитой страной. Если подумать логически и разобраться, возможно я буду не прав, но кто вас там на самом деле ждёт?? Турция, которая партнёр НАТО с 50х годов, уже ждёт около 20 лет, чтоб вступить в Европейский Союз и ей всё дают отсрочку, но с каких таких привилегий вы станете партнером раньше Турции?  Очень жаль, но Украина станет использованной страной и никому будет не нужна. Англосаксы никогда не любили наш народ', 'Нет войне! Свободу Украине и Кавказу!', 'Начало видео: ""я никого не разделяю"", конец видео, ""кто со мной тот молодец, а кто против, тот какашка"".  Теперь верится, что на Украине не было притеснений с таким мышлением.']"
12,IF4oJtZ59SM,"[""Якщо робити контент українською, аудиторія тільки збільшиться, всі слов'янські народи розуміють українську - словаки, поляки, чехи... не треба боятися, все буде добре."", 'Здравствуйте. Поясните, пожалуйста, сколько правильно надо ставить размер для отображения в браузере. Я ставил размер 1280pxX1024px', 'Привет! Я буду писать один и тот же коммент под каждым видео, пока ты не увидишь) \r\nУ тебя самые лучшие видео обучения на ютубе, и голос, и подача, и вообще всё понятно.\r\nЯ ПРОШУ ТЕБЯ! Сделай туториал по GSAP. Как с ним работать, как делать необычные анимации и тд. \r\nПросто как я заметил на ютубе: либо вообще нету русских видео про GSAP, либо они все старые. \r\nЯ знаю как ты разъясняешь материал, поэтому очень жду у тебя ролик по этой теме😭', 'Спасибо', 'Все будет хорошо, если только нацгвардия не решит иначе по поводу украинцев. Размещают оружие на крышах жилых домов, пытаются привлечь внимание русских, настоящие фашисты!', 'Огромнейшее спасибо за тот вклад и неоценимую помощь, которую все эти годы вы нам оказывали и бесплатно делились своими знаниями! Здоровья вам и вашим близким в эту трудную минуту!', 'Все самые отличные айтишники живут на Украине как ни странно, все мои любимые it-блогеры, менторы это Прокопчук, Петреченко (оба из Харькова), Андриканич, Айти борода все в украинцы, мир вашему дому! Скорее бы все закончилось хотя санкции после войны навсегда останутся и как всегда страдает обычный народ не причастный к геополитике. Вот эти украинцы мне больше дали в жизни чем мой русский народ кроме родных конечно, большое спасибо вам за все!!! Нет войне!!!', 'У меня к всем русским здесь такой вопрос: А что вы сделали что бы остановить войну? Комментарии и сочувствие не в счет.', 'Женя, как бы ни было - спасибо огромное за ролики, за переданный опыт! И главное - мира нам, здоровья и безопасности!', 'я не знаю что сказать ,желание одно но что сделать чтобы остоновить проклятую войну,да можете меня ненавидеть я из россии а точнее с кавказа и против какой либо агрессий в отношении украины .показали нам стадо нациков и все украину надо спасать,а когда мы со своими нациками то справимся? утверждают что воиска нато на украине расширяются ну давайте возле америки расширятся причем здесь украина ,хотя я против и этого.неужели нельзя договорится за столом о мире ведь и так у нас что у украины и россии проблем много своих давайте решать свои , а не будем спасать кого то от не существующей угрозы, нас сделали врагами по неволе.Я желаю скорейшего оканчания войны на украине а родствиникам погибших что с украины и росси соболезнывания выжившим мирного неба здоровья. И простите меня украинцы что я не могу остоновить войну у вас дома']"
13,sY8dDsYz_DI,"['Спасибо, люблю твои туториалы, они не сложные и позволяют получить более глубокое понимание CSS', 'Так другими способами можно', 'CSS уже язык программирования', 'Где можно найти список команд для стандартного обнуления?', 'Стндааартных', 'Очень интересно, но никуя не понятно))) я ток начал учиться', 'Скорейшего раззомбирования Окраине! И мира в составе России)', 'Жека! Держись там сейчас. Все будет хорошо!', 'Привет! Я буду писать один и тот же коммент под каждым видео, пока ты не увидишь) \nУ тебя самые лучшие видео обучения на ютубе, и голос, и подача, и вообще всё понятно.\nЯ ПРОШУ ТЕБЯ! Сделай туториал по GSAP. Как с ним работать, как делать необычные анимации и тд. \nПросто как я заметил на ютубе: либо вообще нету русских видео про GSAP, либо они все старые. \nЯ знаю как ты разъясняешь материал, поэтому очень жду у тебя ролик по этой теме😭', 'Слава Украине. Мир вам']"
